Claims,Key Points
Yogi Adityanath model of governance has made Uttar Pradesh [UP] poorer and has added 40 per cent to state's debt.,"{'main': ""Yogi Adityanath model of governance has made Uttar Pradesh [UP] poorer and has added 40 per cent to state's debt."", 'combined': [], 'single': [""Yogi Adityanath's governance model has negatively impacted UP's economy."", ""UP's debt has increased by 40% under Yogi Adityanath's governance.""]}"
Dr. Sebi healed his eyesight by drinking his own urine.,"{'main': 'Dr. Sebi healed his eyesight by drinking his own urine.', 'combined': ['Dr. Sebi claimed to have healed his eyesight by using an unconventional method, which involved drinking his own urine.'], 'single': ['Dr. Sebi claimed to have healed his eyesight.', 'He used a unconventional method to achieve this healing.', 'He drank his own urine as part of this method.']}"
"The youth population in Kenya of economic age (between 18-34 years) totalled 13,777,600 (29%).","{'main': 'The youth population in Kenya of economic age (between 18-34 years) totalled 13,777,600 (29%).', 'combined': ['The youth population in Kenya, which is of economic age and ranges from 18-34 years, totals 13,777,600.', 'The youth population, which makes up 29% of the total population, is of economic age and ranges from 18-34 years.'], 'single': ['The youth population in Kenya is of economic age.', 'The age range of the youth population is between 18-34 years.', 'The total number of the youth population is 13,777,600.', 'The youth population makes up 29% of the total population.']}"
"A video is going viral regarding the Hijab row in Karnataka, India, showing that 40% of the protesters in Burqa were men.","{'main': 'A video is going viral regarding the Hijab row in Karnataka, India, showing that 40% of the protesters in Burqa were men.', 'combined': ['The video shows a surprising demographic of protesters in Burqa, with 40% of them being men'], 'single': ['A video is going viral regarding the Hijab row in Karnataka, India', 'The video shows protesters in Burqa', '40% of the protesters in Burqa were men']}"
"Indian Prime Minister, Narendra Modi, said, “I am the son of a Pathan. I speak the truth. I do the truth.”","{'main': 'Indian Prime Minister, Narendra Modi, said, “I am the son of a Pathan. I speak the truth. I do the truth.”', 'combined': ['Narendra Modi, as the son of a Pathan, speaks the truth.', 'Narendra Modi, as the son of a Pathan, acts according to the truth.'], 'single': ['Narendra Modi claims to be the son of a Pathan.', 'He asserts that he speaks the truth.', 'He asserts that he acts according to the truth.']}"
Football legend Pele has passed away amid the 2022 FIFA World Cup in Qatar.,"{'main': 'Football legend Pele has passed away amid the 2022 FIFA World Cup in Qatar.', 'combined': [""Pele's death occurred during the 2022 FIFA World Cup in Qatar.""], 'single': ['Football legend Pele has passed away.', ""Pele's death occurred amid the 2022 FIFA World Cup."", 'The 2022 FIFA World Cup is taking place in Qatar.']}"
US government confirmed all satellites are just balloons.,"{'main': 'US government confirmed all satellites are just balloons.', 'combined': [], 'single': ['US government made a statement about satellites', 'Satellites are described as balloons']}"
Nobel Prize winner Kazuo Ishiguro died on Tuesday 22 March 2022,"{'main': 'Nobel Prize winner Kazuo Ishiguro died on Tuesday 22 March 2022', 'combined': [], 'single': ['Kazuo Ishiguro is a Nobel Prize winner.', 'Kazuo Ishiguro died.', 'Kazuo Ishiguro died on Tuesday 22 March 2022.']}"
Presidential candidate Peter Obi's promise to the north of Nigeria: more spareparts shops.,"{'main': ""Presidential candidate Peter Obi's promise to the north of Nigeria: more spareparts shops."", 'combined': ['Peter Obi, as a presidential candidate, made a promise to the north of Nigeria to establish more spareparts shops.'], 'single': ['Peter Obi is a presidential candidate.', 'He made a promise to the north of Nigeria.', 'The promise is to establish more spareparts shops.']}"
The U.K. government supports 2.2 million households with a £140-a-week discount on energy bills.,"{'main': 'The U.K. government supports 2.2 million households with a £140-a-week discount on energy bills.', 'combined': ['The U.K. government provides financial support to 2.2 million households.', 'The support is a significant weekly discount of £140 on energy bills.'], 'single': ['The U.K. government provides support to households.', 'The support is in the form of a discount on energy bills.', 'The discount amount is £140 per week.', 'The number of households supported is 2.2 million.']}"
"""New York leads the U.S. in population loss, because residents aren’t feeling safe on the streets and subways, they feel suffocated by heavy-handed government action, it doesn’t make sense economically to remain here, and opportunity for a better life is presenting itself elsewhere,"" Lee Zeldin tweeted.

","{'main': '""New York leads the U.S. in population loss, because residents aren’t feeling safe on the streets and subways, they feel suffocated by heavy-handed government action, it doesn’t make sense economically to remain here, and opportunity for a better life is presenting itself elsewhere,"" Lee Zeldin tweeted.\n\n', 'combined': ['Residents don’t feel safe on the streets and subways, and feel suffocated by heavy-handed government action, leading to a sense of discomfort and insecurity.', 'The lack of economic sense in remaining in New York, combined with the opportunity for a better life elsewhere, makes it an attractive option to leave.'], 'single': ['Residents don’t feel safe on the streets and subways.', 'Residents feel suffocated by heavy-handed government action.', 'It doesn’t make sense economically to remain in New York.', 'Opportunity for a better life is presenting itself elsewhere.']}"
Anambra recorded a poverty rate of 53.7% while Peter Obi was governor of the state.,"{'main': 'Anambra recorded a poverty rate of 53.7% while Peter Obi was governor of the state.', 'combined': [], 'single': ['Anambra recorded a poverty rate of 53.7%', 'Peter Obi was governor of the state']}"
Pro Pakistan slogans were chanted at a rally in the Sanganer area.,"{'main': 'Pro Pakistan slogans were chanted at a rally in the Sanganer area.', 'combined': [], 'single': ['Pro Pakistan slogans were chanted', 'The chanting occurred at a rally', 'The rally was held in the Sanganer area']}"
The Nevada Legislature is exempt from the Open Meeting Law.,"{'main': 'The Nevada Legislature is exempt from the Open Meeting Law.', 'combined': [], 'single': ['The Nevada Legislature is exempt from a law.', 'The law in question is the Open Meeting Law.']}"
Federal agents wanted to send rapper Lil Wayne to prison for 10 years for the same crime that Hunter Biden is getting a slap on the wrist for.,"{'main': 'Federal agents wanted to send rapper Lil Wayne to prison for 10 years for the same crime that Hunter Biden is getting a slap on the wrist for.', 'combined': ['Lil Wayne faced a harsher punishment than Hunter Biden for the same crime, with a potential 10-year prison sentence.', ""Hunter Biden's lenient punishment for the crime is in contrast to the severe sentence Lil Wayne faced.""], 'single': ['Lil Wayne faced a potential 10-year prison sentence for a crime.', 'Hunter Biden committed the same crime as Lil Wayne.', 'Hunter Biden received a lenient punishment for the crime.']}"
"Vote counting machines in Maricopa County, Arizona  misreading ballots proves voter fraud. ","{'main': 'Vote counting machines in Maricopa County, Arizona  misreading ballots proves voter fraud. ', 'combined': [], 'single': ['Vote counting machines in Maricopa County, Arizona misread ballots.', 'The misreading of ballots is evidence of voter fraud.']}"
